,#label,#id,sentence_length,characters_per_word,syllables_per_word,text_length,noun_phrases_per_sent,tree_height,sub_clauses_per_sent,sents_with_verb_as_root,sents_with_nouns_as_root,POS_verbs,POS_aux_verbs,POS_nouns,POS_adjectives,POS_punctuations,POS_determiners,POS_pronouns,POS_conjunctions,POS_numerales,POS_adpositions,ttr,lexical_complexity_score,verbs_in_sentence,pronouns_per_sentence,articles_per_sentence,count_of_discourse_markers,semantic_similarity_nouns,semantic_similarity_verbs,"semantic_similarity_adjectives
"
788,1.0,wiki_198,14.2,6.577464999999999,2.5070419999999998,142,5.0,5.3,1.3,0.3,0.0,0.070423,0.042254,0.28169,0.161972,0.16959100000000002,0.12676099999999998,0.028169,0.070423,0.309859,0.084507,0.602837,8.79321,1.0,0.4,1.8,1.1,0.187219,0.44625600000000004,0.20133199999999998
789,1.0,wiki_199,12.307692,6.79375,2.6,160,3.9230769999999997,5.153846,1.0769229999999999,0.461538,0.0,0.10625,0.0375,0.30625,0.15,0.20398,0.18125,0.025,0.03125,0.275,0.1,0.6625,8.524302,1.307692,0.307692,1.6923080000000001,1.0,0.12431800000000001,0.521195,0.150944
790,1.0,wiki_200,11.666667,6.628571000000001,2.8285709999999997,35,4.0,5.3333330000000005,0.666667,0.0,0.0,0.14285699999999998,0.085714,0.342857,0.05714299999999999,0.27451,0.257143,0.028571,0.028571,0.514286,0.085714,0.714286,8.495764999999999,1.666667,0.333333,2.666667,0.666667,0.073786,0.40604,0.0
791,1.0,wiki_201,16.882353,6.571428999999999,2.376307,287,4.9411760000000005,5.882353,0.764706,0.235294,0.0,0.146341,0.066202,0.268293,0.12892,0.158358,0.11498299999999999,0.034843,0.055749,0.21951199999999998,0.146341,0.592334,8.92535,2.4705880000000002,0.5882350000000001,1.470588,2.058824,0.182721,0.453829,0.23782399999999998
792,1.0,wiki_202,17.0,6.647059,2.5147060000000003,136,6.75,6.625,1.625,0.375,0.0,0.110294,0.036765,0.404412,0.08088200000000001,0.175758,0.16176500000000002,0.022059,0.058824,0.22794099999999998,0.132353,0.683824,9.235813,1.875,0.375,1.875,1.125,0.247317,0.490192,0.36446300000000004
793,1.0,wiki_203,15.894737,6.536424,2.360927,302,5.263158,6.263158,1.1578950000000001,0.157895,0.052632000000000005,0.11258299999999999,0.05297999999999999,0.31456999999999996,0.125828,0.149296,0.125828,0.026489999999999996,0.066225,0.205298,0.135762,0.6357619999999999,9.387158,1.7894740000000002,0.42105299999999996,1.4210530000000001,2.0,0.169489,0.37866500000000003,0.218975
794,1.0,wiki_204,20.0,7.05,2.85,20,7.0,8.0,2.0,1.0,0.0,0.05,0.0,0.3,0.0,0.259259,0.2,0.0,0.1,0.45,0.1,0.9,8.837971000000001,1.0,0.0,3.0,4.0,0.065491,0.0,0.0
795,1.0,wiki_205,17.333333,6.307691999999999,2.5,52,5.6666669999999995,6.3333330000000005,2.0,0.333333,0.0,0.173077,0.038462,0.288462,0.134615,0.267606,0.11538499999999999,0.019231,0.05769199999999999,0.365385,0.05769199999999999,0.788462,8.591289999999999,3.0,0.333333,1.666667,2.333333,0.089961,0.435209,0.12232799999999999
796,1.0,wiki_206,12.75,6.029412000000001,2.107843,102,3.375,5.75,0.125,0.125,0.0,0.166667,0.08823500000000001,0.21568600000000002,0.078431,0.112069,0.17647100000000002,0.029412,0.068627,0.196078,0.078431,0.647059,8.64453,2.125,0.375,1.125,1.75,0.191708,0.46177399999999996,0.24156100000000003
797,1.0,wiki_207,13.0,6.495726,2.521368,117,5.0,5.0,1.444444,0.44444399999999995,0.11111099999999999,0.10256400000000002,0.034187999999999996,0.333333,0.06837599999999999,0.176056,0.23931599999999997,0.076923,0.05128200000000001,0.230769,0.10256400000000002,0.521368,8.361471,1.222222,1.0,1.888889,1.0,0.199167,0.579429,0.368564
798,1.0,wiki_208,12.2,5.540984,2.04918,61,3.8,5.8,0.4,0.4,0.2,0.098361,0.016393,0.262295,0.081967,0.152778,0.245902,0.032787000000000004,0.06557400000000001,0.213115,0.13114800000000001,0.672131,9.472346,1.2,0.4,2.8,0.6,0.21239699999999997,0.256776,0.23060100000000003
799,1.0,wiki_209,22.4,6.776786,2.642857,112,8.4,8.2,3.6,0.6,0.4,0.11607100000000001,0.035713999999999996,0.366071,0.125,0.31288299999999997,0.125,0.035713999999999996,0.0625,0.535714,0.107143,0.714286,9.035749000000001,2.6,0.8,2.0,1.4,0.223162,0.485946,0.098651
800,1.0,wiki_210,12.0,4.8541669999999995,1.895833,48,5.0,6.0,0.75,0.25,0.0,0.083333,0.041667,0.229167,0.10416700000000001,0.152542,0.041667,0.0625,0.041667,0.395833,0.166667,0.854167,9.120416,1.0,0.75,0.25,0.75,0.177946,0.379992,0.34162800000000004
801,1.0,wiki_211,15.294118,5.765385,2.1076919999999997,260,4.823529,5.588235,0.529412,0.17647100000000002,0.0,0.10384600000000001,0.046154,0.230769,0.09615399999999999,0.124579,0.173077,0.026923000000000002,0.034615,0.203846,0.138462,0.546154,8.953381,1.588235,0.41176499999999994,2.0,1.0,0.132109,0.39803,0.12708599999999998
802,1.0,wiki_212,15.25,6.032787,2.163934,61,4.75,5.75,0.75,0.0,0.0,0.13114800000000001,0.081967,0.295082,0.098361,0.128571,0.180328,0.032787000000000004,0.032787000000000004,0.163934,0.114754,0.704918,8.098596,2.0,0.5,1.75,1.75,0.190668,0.417259,0.258254
803,1.0,wiki_213,18.4,6.6684779999999995,2.380435,184,5.6,6.0,0.5,0.4,0.0,0.092391,0.043477999999999996,0.211957,0.152174,0.130841,0.14130399999999999,0.027174,0.086957,0.195652,0.108696,0.6304350000000001,9.534527,1.7,0.5,1.9,2.1,0.254013,0.363676,0.200471
804,1.0,wiki_214,17.166667,6.592233,2.2038830000000003,103,6.0,6.3333330000000005,1.666667,0.666667,0.0,0.058252,0.009709,0.20388299999999998,0.087379,0.169355,0.13592200000000002,0.009709,0.038835,0.271845,0.13592200000000002,0.696078,8.500047,1.0,0.166667,1.833333,0.833333,0.254763,0.528669,0.185024
805,1.0,wiki_215,15.724138,6.807017999999999,2.440789,456,4.965517,5.7931029999999994,0.965517,0.310345,0.0,0.129386,0.048246,0.280702,0.096491,0.15398900000000001,0.182018,0.041667,0.035088,0.203947,0.122807,0.535088,9.043236,2.0344830000000003,0.655172,2.172414,1.413793,0.186691,0.31756999999999996,0.21401199999999998
806,1.0,wiki_216,17.7,6.19209,2.2259889999999998,177,5.0,6.8,1.5,0.3,0.0,0.186441,0.084746,0.237288,0.090395,0.149038,0.152542,0.050847,0.045198,0.231638,0.118644,0.587571,8.603921000000001,3.3,0.9,1.8,1.8,0.146964,0.44856599999999996,0.145254
807,1.0,wiki_217,14.727273,5.919753,2.222222,162,5.272727,5.363636,1.0,0.272727,0.0,0.123457,0.061728,0.203704,0.080247,0.11413,0.11728399999999999,0.018519,0.074074,0.185185,0.154321,0.6358020000000001,8.760923,1.818182,0.272727,1.363636,1.727273,0.21057399999999998,0.45669099999999996,0.192302
808,1.0,wiki_218,12.0,6.25,2.0,36,3.333333,5.3333330000000005,0.0,0.666667,0.0,0.138889,0.055555999999999994,0.25,0.194444,0.076923,0.194444,0.055555999999999994,0.055555999999999994,0.083333,0.055555999999999994,0.722222,8.724207,1.666667,0.666667,2.333333,1.666667,0.216475,0.426122,0.127134
809,1.0,wiki_219,11.666667,5.978571,2.135714,140,3.666667,4.9166669999999995,0.25,0.25,0.0,0.121429,0.05,0.214286,0.11428599999999998,0.10256400000000002,0.157143,0.035713999999999996,0.064286,0.157143,0.135714,0.6690649999999999,8.930328,1.416667,0.416667,1.5,1.166667,0.159171,0.40005999999999997,0.216784
810,1.0,wiki_220,13.0,6.692308000000001,2.549451,91,4.0,5.428571,1.0,0.0,0.28571399999999997,0.10989000000000002,0.065934,0.307692,0.14285699999999998,0.201754,0.14285699999999998,0.010989,0.032967,0.28571399999999997,0.16483499999999998,0.736264,9.498634,1.4285709999999998,0.14285699999999998,1.142857,0.857143,0.155249,0.445842,0.21865700000000002
811,1.0,wiki_221,18.333333,5.872726999999999,2.0,55,6.3333330000000005,5.6666669999999995,1.0,0.333333,0.0,0.072727,0.018182,0.327273,0.090909,0.153846,0.090909,0.018182,0.072727,0.236364,0.2,0.763636,8.949235,1.333333,0.333333,1.0,2.0,0.200293,0.210419,0.15044100000000002
