,#id,sentence_length,characters_per_word,syllables_per_word,text_length,noun_phrases_per_sent,tree_height,sub_clauses_per_sent,sents_with_verb_as_root,sents_with_nouns_as_root,POS_verbs,POS_aux_verbs,POS_nouns,POS_adjectives,POS_punctuations,POS_determiners,POS_pronouns,POS_conjunctions,POS_numerales,POS_adpositions,ttr,lexical_complexity_score,verbs_in_sentence,semantic_similarity_nouns,semantic_similarity_verbs,semantic_similarity_adjectives,pronouns_per_sentence,articles_per_sentence,count_of_discourse_markers,Contingency.Cause.Reason,Expansion.Substitution.Arg2-as-subst,Contingency.Cause.Result,Contingency.Purpose.Arg1-as-goal,Expansion.Conjunction,Temporal.Asynchronous.Succession,Comparison.Contrast,Temporal.Asynchronous.Precedence,Expansion.Exception.Arg2-as-except,Comparison.Concession.Arg1-as-denier,Contingency.Negative-condition.Arg2-as-negCond,Expansion.Disjunction,Expansion.Manner.Arg1-as-manner,Contingency.Negative-condition.Arg1-as-negCond,Comparison.Concession.Arg2-as-denier,Temporal.Synchronous,Contingency.Purpose.Arg2-as-goal,Expansion.Exception.Arg1-as-except,Expansion.Level-of-detail.Arg2-as-detail,Expansion.Substitution.Arg1-as-subst,Contingency.Condition.Arg1-as-cond,Expansion.Instantiation.Arg2-as-instance,Contingency.Condition.Arg2-as-cond,Expansion.Equivalence,Expansion.Manner.Arg2-as-manner
65,summary_FFN_maz-16590,17.5,5.742857,2.085714,35,5.5,7.5,1.0,1.0,0.0,0.085714,0.028571,0.28571399999999997,0.085714,0.10256400000000002,0.085714,0.05714299999999999,0.028571,0.228571,0.228571,0.909091,9.712375,1.5,0.112974,0.385756,0.23756799999999997,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
66,summary_FFN_maz-1679,15.166667000000002,5.626374,1.912088,91,3.833333,6.0,0.833333,0.333333,0.0,0.16483499999999998,0.065934,0.20879099999999998,0.098901,0.10784300000000001,0.14285699999999998,0.032967,0.032967,0.197802,0.098901,0.752941,8.136224,2.5,0.252864,0.468128,0.18949000000000002,0.5,1.166667,1.0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
67,summary_FFN_maz-16987,24.0,6.8125,2.4375,48,5.5,8.5,2.0,0.0,0.0,0.125,0.0625,0.208333,0.083333,0.11111099999999999,0.145833,0.020833,0.041667,0.229167,0.1875,0.7391300000000001,7.822044,3.0,0.102107,0.472904,0.137353,0.5,3.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
68,summary_FFN_maz-17062,19.857143,5.755396,2.064748,139,5.285714,6.857142999999999,0.714286,0.14285699999999998,0.0,0.14388499999999999,0.057553999999999994,0.23021599999999998,0.100719,0.091503,0.17266199999999998,0.043164999999999995,0.035970999999999996,0.201439,0.122302,0.69697,8.517967,2.857143,0.11480499999999999,0.460483,0.234952,0.857143,2.428571,1.142857,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
69,summary_FFN_maz-17091,19.0,5.2421050000000005,1.8105259999999999,95,5.4,7.2,1.0,0.4,0.0,0.178947,0.052632000000000005,0.252632,0.031579,0.095238,0.178947,0.042105000000000004,0.063158,0.16842100000000002,0.094737,0.722222,8.628682000000001,3.4,0.184988,0.31961999999999996,0.253744,0.8,2.8,1.8,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
70,summary_FFN_maz-17254,17.875,5.7552449999999995,2.041958,143,5.25,6.0,0.75,0.5,0.0,0.132867,0.034964999999999996,0.22377600000000003,0.06992999999999999,0.089172,0.132867,0.041957999999999995,0.027972000000000004,0.18881099999999998,0.11188800000000002,0.6518520000000001,8.452614,2.375,0.166384,0.355079,0.10603299999999999,0.75,1.875,1.5,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
71,summary_FFN_maz-17300,18.666667,5.321429,1.857143,56,4.3333330000000005,7.0,1.333333,0.666667,0.0,0.16071400000000002,0.07142899999999999,0.16071400000000002,0.053571,0.138462,0.125,0.053571,0.035713999999999996,0.232143,0.107143,0.867925,6.837333,3.0,0.179064,0.45313100000000006,0.137854,1.0,1.666667,1.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
72,summary_FFN_maz-17539,25.25,6.287129,2.158416,101,6.25,9.25,1.5,0.5,0.0,0.13861400000000001,0.059405999999999994,0.17821800000000002,0.08910900000000001,0.106195,0.148515,0.06930700000000001,0.0,0.158416,0.148515,0.783505,8.138916,3.5,0.15614,0.36508,0.261416,1.75,2.5,2.0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
73,summary_FFN_maz-1757,18.0,5.597222,1.9375,144,5.5,6.0,0.875,0.625,0.0,0.145833,0.0625,0.243056,0.090278,0.09434,0.159722,0.069444,0.020833,0.180556,0.131944,0.676471,7.897459,2.625,0.189146,0.26088,0.214446,1.25,2.375,1.25,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
74,summary_FFN_maz-17673,18.0,6.388889,2.5,36,5.0,5.5,1.5,0.0,0.5,0.138889,0.055555999999999994,0.194444,0.083333,0.121951,0.138889,0.083333,0.083333,0.277778,0.083333,0.8235290000000001,8.790416,2.5,0.104153,0.48422600000000005,0.195179,1.5,2.0,1.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,summary_FFN_maz-17698,31.666666999999997,5.610526,2.0,95,10.0,9.666667,1.666667,0.333333,0.0,0.094737,0.031579,0.24210500000000001,0.063158,0.12037,0.126316,0.073684,0.010526,0.189474,0.2,0.717391,8.410062,3.0,0.144542,0.293538,0.180028,2.333333,2.666667,2.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
76,summary_FFN_maz-17706,19.0,6.0,2.052632,19,5.0,7.0,1.0,1.0,0.0,0.157895,0.052632000000000005,0.157895,0.052632000000000005,0.095238,0.10526300000000001,0.10526300000000001,0.052632000000000005,0.157895,0.157895,0.9444440000000001,7.440929,3.0,0.05967000000000001,0.499569,0.0,2.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
77,summary_FFN_maz-17953,26.0,5.596154,1.9807689999999998,52,7.0,6.0,2.0,0.5,0.0,0.173077,0.05769199999999999,0.25,0.09615399999999999,0.103448,0.11538499999999999,0.038462,0.11538499999999999,0.153846,0.019231,0.86,7.931442,4.5,0.20455299999999998,0.35128400000000004,0.142559,1.0,1.5,4.5,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
78,summary_FFN_maz-18006,20.0,5.6,1.975,80,5.0,6.0,1.0,0.0,0.25,0.1625,0.0625,0.175,0.075,0.090909,0.125,0.05,0.025,0.2,0.1,0.828947,8.161152000000001,3.25,0.318815,0.40808099999999997,0.29232199999999997,1.0,1.5,1.75,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
79,summary_FFN_maz-18160,33.5,5.798507,2.0,134,8.5,8.5,1.75,0.25,0.0,0.134328,0.059701,0.19403,0.104478,0.075862,0.126866,0.052239,0.08209,0.149254,0.11194000000000001,0.7,8.208203,4.5,0.169467,0.41927,0.179705,1.75,2.75,5.0,2,0,2,1,6,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0
80,summary_FFN_maz-18171,24.5,5.9693879999999995,2.091837,98,6.0,8.25,1.75,0.25,0.0,0.193878,0.081633,0.193878,0.091837,0.10091699999999999,0.16326500000000002,0.061224,0.061224,0.16326500000000002,0.07142899999999999,0.776596,8.429703,4.75,0.135498,0.385457,0.27869,1.5,2.0,3.0,0,0,1,0,2,1,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1
81,summary_FFN_maz-1818,15.0,5.155556,1.822222,45,3.666667,6.0,1.0,0.0,0.0,0.13333299999999998,0.06666699999999999,0.13333299999999998,0.06666699999999999,0.117647,0.13333299999999998,0.06666699999999999,0.044444,0.244444,0.088889,0.857143,8.022267999999999,2.0,0.107546,0.589109,0.06299400000000001,1.0,1.333333,2.0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,summary_FFN_maz-18333,17.857143,5.5920000000000005,1.976,125,4.285714,5.857143,0.714286,0.28571399999999997,0.0,0.136,0.064,0.192,0.12,0.087591,0.14400000000000002,0.024,0.032,0.168,0.12,0.694915,8.585525,2.428571,0.225465,0.44434399999999996,0.268945,0.428571,1.857143,2.285714,0,0,1,0,3,0,3,1,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0
83,summary_FFN_maz-18354,21.4,6.0,2.074766,107,6.2,6.8,0.6,0.6,0.0,0.046729,0.0,0.27102800000000005,0.10280399999999999,0.069565,0.17757,0.018692,0.037383,0.121495,0.14018699999999998,0.7156859999999999,8.664357,1.0,0.154337,0.274831,0.139006,0.4,3.0,2.2,0,1,0,0,5,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,summary_FFN_maz-18377,13.333332999999998,5.725,2.0375,80,4.1666669999999995,5.5,0.5,0.5,0.0,0.125,0.05,0.2375,0.1,0.11111099999999999,0.125,0.0375,0.05,0.2125,0.15,0.797297,7.853757000000001,1.666667,0.151454,0.33237,0.111035,0.5,1.0,1.333333,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
85,summary_FFN_maz-18454,15.571429,5.146789,1.816514,109,4.857143,6.571428999999999,1.285714,0.428571,0.14285699999999998,0.165138,0.055046000000000005,0.229358,0.073394,0.141732,0.146789,0.055046000000000005,0.036697,0.23853200000000002,0.11009200000000001,0.656863,8.204853,2.571429,0.21332800000000002,0.41436000000000006,0.297273,0.857143,1.714286,1.5714290000000002,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0
86,summary_FFN_maz-18480,20.0,6.05,2.0,80,5.0,6.75,1.25,0.5,0.0,0.15,0.0375,0.1875,0.1,0.101124,0.15,0.05,0.0625,0.175,0.075,0.8421049999999999,7.528764999999999,3.0,0.339314,0.39364699999999997,0.11560799999999999,1.0,1.75,2.75,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0
87,summary_FFN_maz-18712,17.5,6.542857,2.428571,35,6.0,7.0,1.5,0.0,0.0,0.14285699999999998,0.05714299999999999,0.257143,0.05714299999999999,0.125,0.11428599999999998,0.05714299999999999,0.05714299999999999,0.2,0.085714,0.909091,8.100234,2.5,0.116219,0.39739800000000003,0.0,1.0,1.0,2.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,summary_FFN_maz-18750,10.0,5.2,1.8,10,4.0,4.0,0.0,0.0,0.0,0.2,0.2,0.3,0.1,0.090909,0.0,0.1,0.1,0.2,0.1,1.0,7.838342999999999,2.0,0.48341300000000004,0.0,0.0,1.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,summary_FFN_maz-18912,24.0,6.5,2.25,24,10.0,9.0,2.0,0.0,0.0,0.125,0.041667,0.333333,0.0,0.11111099999999999,0.041667,0.083333,0.125,0.166667,0.166667,0.913043,8.0893,3.0,0.020474000000000003,0.408319,0.0,2.0,1.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0
90,summary_FFN_maz-18914,14.285714000000002,5.27,1.83,100,4.0,5.0,0.428571,0.28571399999999997,0.14285699999999998,0.13,0.06,0.19,0.1,0.107143,0.19,0.08,0.02,0.2,0.08,0.709677,8.759038,1.857143,0.207335,0.392887,0.162339,1.142857,2.142857,1.285714,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
91,summary_FFN_maz-18945,34.0,5.705882,2.0,102,7.6666669999999995,7.3333330000000005,0.666667,0.666667,0.0,0.098039,0.009804,0.205882,0.098039,0.072727,0.147059,0.019608,0.10784300000000001,0.147059,0.156863,0.717172,8.664671,3.333333,0.160058,0.32255300000000003,0.233987,0.666667,3.0,5.0,1,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0
92,summary_FFN_maz-19012,16.5,5.181818,1.9393939999999998,33,5.0,6.0,1.0,0.5,0.0,0.181818,0.090909,0.24242399999999997,0.030302999999999997,0.108108,0.24242399999999997,0.06060599999999999,0.030302999999999997,0.181818,0.06060599999999999,0.8064520000000001,6.980980000000001,3.0,0.142904,0.298001,0.0,1.0,2.5,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
93,summary_FFN_maz-19074,19.333333,5.758621,2.12069,58,5.0,6.6666669999999995,1.0,0.333333,0.0,0.103448,0.034483,0.172414,0.137931,0.09375,0.137931,0.034483,0.068966,0.155172,0.172414,0.727273,9.611875999999999,2.0,0.207425,0.46794600000000003,0.314394,0.666667,1.666667,2.0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,summary_FFN_maz-19150,25.8,5.736434,2.015504,129,6.0,8.2,1.0,0.4,0.0,0.16279100000000002,0.069767,0.147287,0.139535,0.085106,0.12403099999999999,0.054264,0.077519,0.170543,0.116279,0.7258060000000001,8.237428999999999,4.2,0.147651,0.403767,0.132776,1.4,2.6,2.6,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0
95,summary_FFN_maz-19295,18.6,6.064516,2.268817,93,4.8,6.0,1.2,0.2,0.0,0.150538,0.043011,0.24731199999999998,0.086022,0.11428599999999998,0.11828,0.032257999999999995,0.021505,0.290323,0.12903199999999998,0.818182,8.194503,2.6,0.101037,0.41827200000000003,0.191692,0.6,1.8,2.2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0
96,summary_FFN_maz-19372,12.5,5.18,1.78,50,3.0,4.75,0.5,0.75,0.0,0.1,0.02,0.22,0.04,0.107143,0.2,0.04,0.06,0.22,0.06,0.804348,7.520459,1.25,0.15951300000000002,0.248468,0.21873800000000002,0.5,2.0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
97,summary_FFN_maz-19436,27.0,6.246914,2.308642,81,6.0,7.0,1.0,0.0,0.0,0.135802,0.061728,0.17284000000000002,0.123457,0.068966,0.061728,0.049382999999999996,0.049382999999999996,0.209877,0.135802,0.807692,7.6033990000000005,3.666667,0.148296,0.31451,0.10570399999999999,1.333333,1.333333,2.666667,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
98,summary_FFN_maz-19442,20.0,6.2,2.2,20,7.0,7.0,2.0,0.0,0.0,0.3,0.1,0.25,0.05,0.130435,0.15,0.1,0.05,0.2,0.05,0.947368,7.757492,6.0,0.107325,0.524896,0.0,2.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,summary_FFN_maz-19501,19.75,5.683544,1.943038,158,5.75,7.75,0.625,0.5,0.0,0.132911,0.044304,0.246835,0.056962,0.08670499999999999,0.18987300000000001,0.025315999999999998,0.056962,0.16455699999999998,0.101266,0.68,8.070905,2.625,0.209736,0.32074,0.092064,0.5,3.125,2.25,1,1,1,0,6,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0
100,summary_FFN_maz-2316,19.166667,5.817391000000001,2.008696,115,5.5,5.8333330000000005,0.833333,0.333333,0.0,0.130435,0.043477999999999996,0.2,0.043477999999999996,0.08,0.13913,0.034783,0.043477999999999996,0.165217,0.12173900000000001,0.765766,7.7181679999999995,2.5,0.140736,0.339543,0.179965,0.666667,1.666667,2.666667,0,0,1,0,4,0,3,1,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
101,summary_FFN_maz-2609,24.25,5.690722,2.103093,97,6.0,7.0,2.0,0.5,0.0,0.154639,0.051546,0.206186,0.103093,0.13913,0.113402,0.061855999999999994,0.030927999999999997,0.268041,0.103093,0.8064520000000001,7.950647,3.75,0.111034,0.385762,0.239019,1.5,2.0,3.25,0,0,0,0,2,1,3,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0
102,summary_FFN_maz-2611,23.0,6.130434999999999,2.173913,138,6.6666669999999995,7.8333330000000005,0.666667,0.5,0.0,0.108696,0.028986,0.24637699999999998,0.130435,0.08,0.108696,0.028986,0.028986,0.144928,0.137681,0.719697,8.622094,2.5,0.175739,0.281425,0.16354200000000002,0.666667,2.0,1.833333,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
103,summary_FFN_maz-2669,23.25,5.967741999999999,2.16129,93,7.25,5.75,2.25,0.5,0.0,0.12903199999999998,0.043011,0.258065,0.053763,0.146789,0.18279600000000001,0.075269,0.043011,0.27957,0.086022,0.715909,8.078073,3.0,0.1609,0.463891,0.09565599999999999,1.75,3.25,1.75,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
104,summary_FFN_maz-3073,19.8,6.282828,2.181818,99,6.2,6.6,0.6,0.2,0.0,0.131313,0.06060599999999999,0.252525,0.050505,0.074766,0.161616,0.020202,0.040404,0.151515,0.151515,0.744681,8.072467,2.6,0.156148,0.43747600000000003,0.06014,0.4,2.0,1.4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
105,summary_FFN_maz-3080,26.0,5.948718,2.115385,78,7.3333330000000005,7.6666669999999995,1.666667,0.0,0.0,0.11538499999999999,0.064103,0.230769,0.10256400000000002,0.13333299999999998,0.10256400000000002,0.025641000000000004,0.089744,0.230769,0.141026,0.746667,7.911635,3.0,0.24041500000000002,0.423767,0.101798,0.666667,2.333333,4.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0
106,summary_FFN_maz-3110,20.0,5.62,1.99,100,5.6,6.2,1.0,0.8,0.0,0.11,0.04,0.23,0.12,0.090909,0.13,0.04,0.03,0.17,0.11,0.802083,8.695094000000001,2.2,0.095502,0.176208,0.177151,0.8,2.2,2.2,2,0,1,0,2,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0
107,summary_FFN_maz-3277,16.5,5.484848,2.0,33,5.5,6.0,0.5,0.5,0.0,0.12121199999999999,0.030302999999999997,0.272727,0.090909,0.083333,0.181818,0.06060599999999999,0.030302999999999997,0.151515,0.151515,0.8387100000000001,8.137272,2.0,0.17774,0.46247,0.14960199999999998,1.0,2.5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,summary_FFN_maz-3367,18.8,5.734043,1.9574470000000002,94,5.0,6.2,1.4,0.6,0.0,0.12766,0.042553,0.24468099999999998,0.14893599999999999,0.11320799999999999,0.14893599999999999,0.010638,0.053190999999999995,0.19148900000000002,0.085106,0.775281,8.127129,2.4,0.196331,0.32124400000000003,0.230113,0.2,2.0,2.0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
109,summary_FFN_maz-3377,16.285714000000002,5.789474,2.035088,114,4.571429,6.857142999999999,0.28571399999999997,0.28571399999999997,0.0,0.122807,0.06140399999999999,0.245614,0.096491,0.073171,0.157895,0.017544,0.035088,0.157895,0.140351,0.7289720000000001,8.064949,2.0,0.16655999999999999,0.44851,0.252155,0.28571399999999997,2.142857,1.5714290000000002,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
110,summary_FFN_maz-3415,21.0,6.111111,2.095238,63,5.6666669999999995,7.6666669999999995,2.333333,0.333333,0.0,0.15872999999999998,0.06349199999999999,0.190476,0.095238,0.136986,0.095238,0.095238,0.12698399999999999,0.20634899999999998,0.06349199999999999,0.8,8.401782,3.333333,0.14178,0.393347,0.209879,2.0,1.0,3.333333,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
111,summary_FFN_maz-3547,20.166667,6.8099169999999996,2.347107,121,5.0,6.5,0.5,0.5,0.0,0.099174,0.041322000000000005,0.24793400000000002,0.115702,0.083333,0.17355399999999999,0.008264,0.033058,0.190083,0.107438,0.756522,8.520050999999999,2.0,0.215414,0.418455,0.331467,0.166667,2.666667,1.5,0,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
112,summary_FFN_maz-4031,19.75,6.202532,2.367089,79,5.75,6.75,0.25,0.0,0.0,0.139241,0.075949,0.227848,0.101266,0.08139500000000001,0.126582,0.037975,0.037975,0.18987300000000001,0.126582,0.786667,8.436417,2.75,0.177043,0.405042,0.136996,0.75,2.0,2.75,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0
113,summary_FFN_maz-4181,16.2,5.777778,2.123457,81,4.6,6.0,1.2,0.2,0.0,0.17284000000000002,0.049382999999999996,0.27160500000000004,0.074074,0.119565,0.185185,0.024691,0.037037,0.209877,0.09876499999999999,0.763158,8.068042,2.8,0.169318,0.393921,0.080451,0.4,2.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
114,summary_FFN_maz-4282,18.0,5.805556,2.069444,72,4.25,6.25,1.25,0.25,0.0,0.152778,0.069444,0.194444,0.097222,0.13253,0.152778,0.069444,0.069444,0.208333,0.069444,0.779412,6.817322,2.75,0.174526,0.38108000000000003,0.127277,1.25,1.75,2.0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
115,summary_FFN_maz-4403,23.75,6.4,2.484211,95,7.0,7.5,1.25,0.75,0.0,0.094737,0.021053,0.29473699999999997,0.08421100000000001,0.095238,0.147368,0.010526,0.0,0.252632,0.189474,0.714286,8.318968,2.25,0.063404,0.40796,0.036862,0.25,2.75,1.25,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
116,summary_FFN_maz-4428,14.0,5.428571,2.190476,42,4.6666669999999995,6.3333330000000005,1.0,0.333333,0.0,0.14285699999999998,0.047619,0.261905,0.07142899999999999,0.125,0.14285699999999998,0.047619,0.0,0.23809499999999997,0.14285699999999998,0.8205129999999999,7.575292999999999,2.0,0.071707,0.48039499999999996,0.139694,0.666667,1.666667,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,summary_FFN_maz-4472,21.0,5.771429,2.047619,105,5.2,7.0,1.0,0.2,0.0,0.12380999999999999,0.05714299999999999,0.2,0.05714299999999999,0.078947,0.152381,0.019048,0.085714,0.13333299999999998,0.12380999999999999,0.7821779999999999,8.069968,2.6,0.120816,0.37140100000000004,0.144554,0.4,2.8,2.8,0,0,1,1,3,0,2,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
118,summary_FFN_maz-4636,19.666667,6.20339,2.0338979999999998,59,4.6666669999999995,6.0,1.0,0.666667,0.0,0.152542,0.016949000000000002,0.186441,0.152542,0.092308,0.118644,0.033898000000000005,0.050847,0.152542,0.084746,0.875,7.882266,3.0,0.184994,0.47807299999999997,0.160296,0.666667,1.666667,2.333333,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
119,summary_FFN_maz-4794,21.0,5.742857,2.0095240000000003,105,5.8,7.6,0.6,0.6,0.0,0.14285699999999998,0.038095,0.219048,0.095238,0.086957,0.12380999999999999,0.07619,0.05714299999999999,0.180952,0.12380999999999999,0.67,8.210714,3.0,0.183842,0.332712,0.229116,1.6,2.2,2.6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
120,summary_FFN_maz-4959,15.142857000000001,5.962264,2.160377,106,4.0,6.571428999999999,0.428571,0.0,0.0,0.160377,0.075472,0.254717,0.075472,0.086207,0.198113,0.018868,0.037736,0.17924500000000002,0.09434,0.69697,8.645967,2.428571,0.23754899999999998,0.486213,0.279497,0.28571399999999997,2.142857,0.857143,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
121,summary_FFN_maz-5007,18.5,5.081081,1.837838,37,5.0,6.5,1.0,1.0,0.0,0.13513499999999998,0.054054,0.18918900000000002,0.081081,0.139535,0.108108,0.054054,0.054054,0.216216,0.108108,0.8857139999999999,7.540089999999999,2.5,0.20108299999999998,0.39027399999999995,0.123698,1.0,2.0,2.5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,summary_FFN_maz-5010,19.0,6.578947,2.368421,19,6.0,5.0,1.0,0.0,0.0,0.21052600000000002,0.10526300000000001,0.263158,0.052632000000000005,0.095238,0.157895,0.052632000000000005,0.052632000000000005,0.157895,0.052632000000000005,1.0,7.655100999999999,4.0,0.077218,0.418392,0.0,1.0,1.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,summary_FFN_maz-5012,14.428571,5.762376000000001,2.108911,101,4.0,5.428571,0.14285699999999998,0.428571,0.0,0.11881199999999999,0.059405999999999994,0.247525,0.11881199999999999,0.09009,0.168317,0.029702999999999997,0.019802,0.207921,0.11881199999999999,0.734043,8.013012,1.714286,0.240217,0.514666,0.10298099999999999,0.428571,1.714286,1.0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
124,summary_FFN_maz-5039,17.75,6.43662,2.225352,71,5.5,7.75,0.75,0.25,0.0,0.15492999999999998,0.056338,0.253521,0.169014,0.1125,0.098592,0.042254,0.056338,0.183099,0.112676,0.880597,9.183256,2.75,0.202431,0.41293500000000005,0.288326,0.75,1.0,1.25,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
125,summary_FFN_maz-5144,16.333333,5.785714,2.081633,98,4.5,7.3333330000000005,1.333333,0.166667,0.0,0.193878,0.091837,0.22449000000000002,0.10204099999999999,0.125,0.122449,0.051019999999999996,0.051019999999999996,0.214286,0.091837,0.7608699999999999,8.491899,3.166667,0.188328,0.436675,0.22129000000000001,0.833333,1.5,1.166667,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,summary_FFN_maz-5297,20.75,6.060241,2.096386,83,6.5,7.75,1.0,0.25,0.0,0.14457799999999998,0.084337,0.26506,0.10843399999999999,0.107527,0.168675,0.024096,0.060240999999999996,0.168675,0.12048199999999999,0.759494,8.488191,3.0,0.207643,0.452928,0.18826400000000001,0.5,2.25,1.75,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
